golden_id,tweet_id,conversation_id,created_at,text,previous_context,suggested_intent,difficulty,human_intent,human_escalate,human_resolution_note,annotator_notes,raw_text,raw_previous_context,label_audit_status
GS-156,123097,123099,Fri Nov 17 23:29:51 +0000 2017,@AppleSupport Same Apple ID,customer: @AppleSupport I got a new iPhone X and did a restore of backup from previous iPhone. Text replacements did not come with the restore and have not synced to new iPhone X. Is there a way get them to sync? (I have them on iPad and iMac) || support: @143491 Congratulations on your new iPhone X! We'd be happy to help. Did you restore using iCloud or iTunes? Are you signed in with the same Apple ID on all devices?,APPLE_ID_ICLOUD,hard,APPLE_ID_ICLOUD,True,No explicit resolution outcome is established in the available thread.,Account/authentication issue; account-specific handling makes automation risky.,@AppleSupport Same Apple ID,customer: @AppleSupport I got a new iPhone X and did a restore of backup from previous iPhone. Text replacements did not come with the restore and have not synced to new iPhone X. Is there a way get them to sync? (I have them on iPad and iMac) || support: @143491 Congratulations on your new iPhone X! We'd be happy to help. Did you restore using iCloud or iTunes? Are you signed in with the same Apple ID on all devices?,unchanged
GS-157,145254,145256,Fri Nov 24 04:57:06 +0000 2017,"@AppleSupport Already restarted, forced restart and unpaired from phone and all that.",customer: @AppleSupport Apple Watch 3 battery has been draining so quickly the past week - not used overnight but 40% battery drain || support: @148923 We're glad you've reached out to us on this and are eager to look into what's going on. Let's begin by restarting your Watch. How to restart your Apple Watch: https://t.co/gZrStAoDfj,DEVICE_PERFORMANCE,representative,BATTERY_POWER,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,"@AppleSupport Already restarted, forced restart and unpaired from phone and all that.",customer: @AppleSupport Apple Watch 3 battery has been draining so quickly the past week - not used overnight but 40% battery drain || support: @148923 We're glad you've reached out to us on this and are eager to look into what's going on. Let's begin by restarting your Watch. How to restart your Apple Watch: https://t.co/gZrStAoDfj,updated_in_consistency_audit
GS-158,188647,188647,Wed Oct 04 15:10:24 +0000 2017,@AppleSupport your iOS 11.0.2 update deleted allllllll of my @115948 😡😡 help me!!!,,IOS_UPDATE,edge,IOS_UPDATE,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,@AppleSupport your iOS 11.0.2 update deleted allllllll of my @115948 ð¡ð¡ help me!!!,,unchanged
GS-159,993398,993395,Sun Oct 22 17:55:19 +0000 2017,"@AppleSupport I went to U2 show yesterday and wasn’t possible to sync my photos to iCloud before my iPhone broken. I mean, I lost everything!! 😢😢😢","support: @355326 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt || customer: @AppleSupport My iPhone just dead after ask to do Reset All Settings. I did this because it draining battery 1% per minute. I’m not want lose my U2 photos || support: @355326 Let us know in DM whether you've had a chance to attempt a force restart of the iPhone. Restart your iPhone: https://t.co/OWRDHWSt4h https://t.co/GDrqU22YpT",APPLE_ID_ICLOUD,representative,APPLE_ID_ICLOUD,True,No explicit resolution outcome is established in the available thread.,Account/authentication issue; account-specific handling makes automation risky.,"@AppleSupport I went to U2 show yesterday and wasnât possible to sync my photos to iCloud before my iPhone broken. I mean, I lost everything!! ð¢ð¢ð¢","support: @355326 Since our Twitter support is available in English, get help at https://t.co/IBIY3vMgPj or join https://t.co/pvaOFfPbjt || customer: @AppleSupport My iPhone just dead after ask to do Reset All Settings. I did this because it draining battery 1% per minute. Iâm not want lose my U2 photos || support: @355326 Let us know in DM whether you've had a chance to attempt a force restart of the iPhone. Restart your iPhone: https://t.co/OWRDHWSt4h https://t.co/GDrqU22YpT",unchanged
GS-160,1087799,1087800,Mon Oct 23 18:41:40 +0000 2017,"@115990 @AppleSupport I am unable to get through, I’ve quit the app, confirmed my pin…",customer: Come on @115990 @AppleSupport https://t.co/PT8iN8QR24,APPS_APP_STORE,representative,APPS_APP_STORE,False,No confirmed resolution in the available thread; the issue appears unresolved or still under troubleshooting.,Label based on the primary support problem expressed in the message and available conversation context.,"@115990 @AppleSupport I am unable to get through, Iâve quit the app, confirmed my pinâ¦",customer: Come on @115990 @AppleSupport https://t.co/PT8iN8QR24,unchanged
GS-161,619486,619487,Wed Nov 22 15:16:43 +0000 2017,"@AppleSupport Look at the top of the screenshots I have here. The clock, battery, bars of service etc are all overlapping and not in the right places. Look at the pictures I have attached!!!! https://t.co/zEXPQbHG6o",customer: @AppleSupport @115858 Are you serious????? I haven’t even had the IPhone X for a month and it’s already having this issue ALL the time!! Please help!!! https://t.co/zEJjy4DG6M || support: @267007 We can assist you. We want to make sure your iPhone is working properly. Can you please provide more details on what you are experiencing with your device?,BATTERY_POWER,representative,BATTERY_POWER,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,"@AppleSupport Look at the top of the screenshots I have here. The clock, battery, bars of service etc are all overlapping and not in the right places. Look at the pictures I have attached!!!! https://t.co/zEXPQbHG6o",customer: @AppleSupport @115858 Are you serious????? I havenât even had the IPhone X for a month and itâs already having this issue ALL the time!! Please help!!! https://t.co/zEJjy4DG6M || support: @267007 We can assist you. We want to make sure your iPhone is working properly. Can you please provide more details on what you are experiencing with your device?,unchanged
GS-162,101289,101290,Thu Nov 30 17:18:25 +0000 2017,@AppleSupport Nothing happens. iOS11.1.2. iPhone 7.,"customer: MY PHONE IS UNLOCKED SO WHY CAN'T I VIEW MY NOTIFICATIONS #iOS11 @AppleSupport @115858 @116333 https://t.co/v7o2XNESxl || support: @138172 We'll work together to get you able to view those notifications in no time. What happens when you try to view that notification? Also, what iOS version is running and which iPhone model is this happening on?",IOS_UPDATE,representative,IOS_UPDATE,False,No confirmed resolution in the available thread; the issue appears unresolved or still under troubleshooting.,Label based on the primary support problem expressed in the message and available conversation context.,@AppleSupport Nothing happens. iOS11.1.2. iPhone 7.,"customer: MY PHONE IS UNLOCKED SO WHY CAN'T I VIEW MY NOTIFICATIONS #iOS11 @AppleSupport @115858 @116333 https://t.co/v7o2XNESxl || support: @138172 We'll work together to get you able to view those notifications in no time. What happens when you try to view that notification? Also, what iOS version is running and which iPhone model is this happening on?",unchanged
GS-163,1082427,1082429,Mon Oct 23 20:11:40 +0000 2017,"@AppleSupport iMessage, and the phone in general just freezes. I’m also having charging issues","customer: @AppleSupport since the iOS 11 updates, my phone freezes all the time and is much slower!! || support: @375326 We want your iPhone to work properly, and we're here for you. Which apps are giving you trouble? DM us with details here: https://t.co/GDrqU22YpT",BATTERY_POWER,representative,DEVICE_PERFORMANCE,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,"@AppleSupport iMessage, and the phone in general just freezes. Iâm also having charging issues","customer: @AppleSupport since the iOS 11 updates, my phone freezes all the time and is much slower!! || support: @375326 We want your iPhone to work properly, and we're here for you. Which apps are giving you trouble? DM us with details here: https://t.co/GDrqU22YpT",updated_in_consistency_audit
GS-164,208604,208605,Thu Oct 05 00:22:15 +0000 2017,"@AppleSupport I’ve had the 7 for about a month & a half. It’s been freezing, extremely slow, & the apps force close.",customer: My phone has been so fucking slow since the latest iOS update @115858 || support: @165345 That's not the experience we want you to have with your iPhone. Which one do you have?,DEVICE_PERFORMANCE,representative,DEVICE_PERFORMANCE,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,"@AppleSupport Iâve had the 7 for about a month &amp; a half. Itâs been freezing, extremely slow, &amp; the apps force close.",customer: My phone has been so fucking slow since the latest iOS update @115858 || support: @165345 That's not the experience we want you to have with your iPhone. Which one do you have?,unchanged
GS-165,95789,95787,Fri Nov 24 18:18:29 +0000 2017,@AppleSupport Done all that even done the reboot. It now does it only periodically. Just to reiterate the WiFi and internet are working fine it’s just that the left side does not reflect this every time.,support: @136854 We'd like to help. What's the version of iOS installed? Does this issue persist after rebooting your device? || customer: @AppleSupport It is version 11.1.2 || support: @136854 Got it! Let's try the steps listed here: https://t.co/sXbhzfS2lM Let us know if the issue persists once completed.,CONNECTIVITY,hard,CONNECTIVITY,False,No confirmed resolution in the available thread; the issue appears unresolved or still under troubleshooting.,Label based on the primary support problem expressed in the message and available conversation context.,@AppleSupport Done all that even done the reboot. It now does it only periodically. Just to reiterate the WiFi and internet are working fine itâs just that the left side does not reflect this every time.,support: @136854 We'd like to help. What's the version of iOS installed? Does this issue persist after rebooting your device? || customer: @AppleSupport It is version 11.1.2 || support: @136854 Got it! Let's try the steps listed here: https://t.co/sXbhzfS2lM Let us know if the issue persists once completed.,unchanged
GS-166,487985,487985,Fri Dec 01 14:14:27 +0000 2017,"@AppleSupport I signed up to the @115948 family option but cancelled right away as I can’t share my account with family abroad. I was told payment would be cancelled, but it wasn’t. Please sort.",,APPLE_ID_ICLOUD,hard,PAYMENTS_PURCHASES,True,No explicit resolution outcome is established in the available thread.,Billing/purchase/refund context is account-specific and should be reviewed before automation.,"@AppleSupport I signed up to the @115948 family option but cancelled right away as I canât share my account with family abroad. I was told payment would be cancelled, but it wasnât. Please sort.",,unchanged
GS-167,1095894,1095896,Mon Oct 23 21:32:40 +0000 2017,@AppleSupport Hi - all other devices are signed in with other ID's. Don't seem to be able to do it via iCloud on web. Noticed when trying to downgrade.,"customer: Hi @AppleSupport. What am I missing here, why can’t I downgrade? Why is “Done” greyed out. Thanks. https://t.co/rNblg7ZuF9 || support: @378612 We'd like to assist. Do you use other Apple devices? If so, can you downgrade there? When did you first notice this?",APPLE_ID_ICLOUD,representative,APPLE_ID_ICLOUD,True,No explicit resolution outcome is established in the available thread.,Account/authentication issue; account-specific handling makes automation risky.,@AppleSupport Hi - all other devices are signed in with other ID's. Don't seem to be able to do it via iCloud on web. Noticed when trying to downgrade.,"customer: Hi @AppleSupport. What am I missing here, why canât I downgrade? Why is âDoneâ greyed out. Thanks. https://t.co/rNblg7ZuF9 || support: @378612 We'd like to assist. Do you use other Apple devices? If so, can you downgrade there? When did you first notice this?",unchanged
GS-168,246531,246534,Thu Oct 05 14:24:44 +0000 2017,"@174557 @115858 Ya actualice jaja. Me pasa lo mismo con el bluetooth, o directamente no se conecta 👹🔥💣🔪",customer: Arreglame la batería y el Bluetooth xfi @115858 || customer: @174557 @115858 Desde que lo actualizaste no te anda el bluetooth? || customer: @174556 @115858 Anda mal! Lo conecté a un parlante y se corta o acelera las canciones 😳 y la batería vuela!! No lo actualices 🙇🏽‍♀️,CONNECTIVITY,representative,CONNECTIVITY,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,"@174557 @115858 Ya actualice jaja. Me pasa lo mismo con el bluetooth, o directamente no se conecta ð¹ð¥ð£ðª",customer: Arreglame la baterÃ­a y el Bluetooth xfi @115858 || customer: @174557 @115858 Desde que lo actualizaste no te anda el bluetooth? || customer: @174556 @115858 Anda mal! Lo conectÃ© a un parlante y se corta o acelera las canciones ð³ y la baterÃ­a vuela!! No lo actualices ðð½ââï¸,unchanged
GS-169,506486,506483,Fri Dec 01 22:45:26 +0000 2017,@AppleSupport And the Home Sharing issue has been there ever since we got Home Sharing back in the Music app,"support: @236215 Let's look into that today! What device are you seeing the iOS Music loading issue on? What kind of computer are you running iTunes in for use with the iTunes Remote app? || customer: @AppleSupport iPhone 6 running iOS 11.0.3; a late 2012 27” iMac w. iTunes 12.7.0.166 || support: @236215 We're glad to see your iTunes is up to date. Your iPhone 6 is a couple of versions behind though, let's have you back up and update to iOS 11.1.2. For the AirPlay issue, are you not seeing the AirPlay speakers in the remote app under the Share ico",APPS_APP_STORE,representative,MEDIA_SERVICES,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,@AppleSupport And the Home Sharing issue has been there ever since we got Home Sharing back in the Music app,"support: @236215 Let's look into that today! What device are you seeing the iOS Music loading issue on? What kind of computer are you running iTunes in for use with the iTunes Remote app? || customer: @AppleSupport iPhone 6 running iOS 11.0.3; a late 2012 27â iMac w. iTunes 12.7.0.166 || support: @236215 We're glad to see your iTunes is up to date. Your iPhone 6 is a couple of versions behind though, let's have you back up and update to iOS 11.1.2. For the AirPlay issue, are you not seeing the AirPlay speakers in the remote app under the Share ico",unchanged
GS-170,402660,402661,Tue Oct 10 06:13:05 +0000 2017,"@AppleSupport I have not forgotten my password, it is correct. I just get thrown back to the login screen without ""wrong password"" message.",customer: Why is everything with @115858 so shitty? Can't even schedule a repair for a broken keyboard. Website keeps asking for password :( || support: @211256 We can provide some guidance with your password issues. This page should help: https://t.co/fJnZYmbI9N,APPLE_ID_ICLOUD,representative,APPLE_ID_ICLOUD,True,No confirmed resolution in the available thread; the issue appears unresolved or still under troubleshooting.,Account/authentication issue; account-specific handling makes automation risky.,"@AppleSupport I have not forgotten my password, it is correct. I just get thrown back to the login screen without ""wrong password"" message.",customer: Why is everything with @115858 so shitty? Can't even schedule a repair for a broken keyboard. Website keeps asking for password :( || support: @211256 We can provide some guidance with your password issues. This page should help: https://t.co/fJnZYmbI9N,unchanged
GS-171,50808,50818,Wed Nov 01 18:07:29 +0000 2017,@AppleSupport iOS 11.0.3. No error msg just sits their blank,"support: @127403 Happy to help. So we're on the same page is this the Apple News app or the website you're attempting to access? || customer: @AppleSupport Tried turning phone off and on n nothing || support: @127403 Got it, thanks. Which iOS does this occur on? Also, are you getting an error message when you try and open the News app?",IOS_UPDATE,representative,IOS_UPDATE,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,@AppleSupport iOS 11.0.3. No error msg just sits their blank,"support: @127403 Happy to help. So we're on the same page is this the Apple News app or the website you're attempting to access? || customer: @AppleSupport Tried turning phone off and on n nothing || support: @127403 Got it, thanks. Which iOS does this occur on? Also, are you getting an error message when you try and open the News app?",unchanged
GS-172,145155,145156,Fri Nov 24 14:22:34 +0000 2017,"@AppleSupport Resolved it, team. My WiFi settings got messed up somehow (which is a mystery) and I had to change them to a WPA2. Everything works smooth now. Thanks a lot!","customer: Well I have been facing a problem on @115858 store, which fails to load on my phone. Trying to play @148887 which asks for update after intervals, yet when I open the store, it fails to load. Game works sometimes, asks for update in the other. Please help, @AppleSupport. || support: @148886 Thanks for reaching out. We want to be sure you can download apps as you'd expect to. We're happy to help! Is the App Store not loading or the update for your game?",CONNECTIVITY,representative,CONNECTIVITY,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,"@AppleSupport Resolved it, team. My WiFi settings got messed up somehow (which is a mystery) and I had to change them to a WPA2. Everything works smooth now. Thanks a lot!","customer: Well I have been facing a problem on @115858 store, which fails to load on my phone. Trying to play @148887 which asks for update after intervals, yet when I open the store, it fails to load. Game works sometimes, asks for update in the other. Please help, @AppleSupport. || support: @148886 Thanks for reaching out. We want to be sure you can download apps as you'd expect to. We're happy to help! Is the App Store not loading or the update for your game?",unchanged
GS-173,1070156,1070157,Mon Oct 23 20:18:54 +0000 2017,@AppleSupport Random fix: unplug the monitor's power supply. Had similar problems with LG 5K too. A restart/SMC reset didn't work. Unpredictable.😔,"customer: My 13"" MacBook Pro no longer recognizes my new Acer 4K monitor via USB-C. Worked fine yesterday. HDMI is janky. What's up @AppleSupport? || support: @372514 We’ll be glad to investigate this with you. Have you had a chance to restart the MacBook Pro and the additional monitor?",BATTERY_POWER,hard,DEVICE_PERFORMANCE,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,@AppleSupport Random fix: unplug the monitor's power supply. Had similar problems with LG 5K too. A restart/SMC reset didn't work. Unpredictable.ð,"customer: My 13"" MacBook Pro no longer recognizes my new Acer 4K monitor via USB-C. Worked fine yesterday. HDMI is janky. What's up @AppleSupport? || support: @372514 Weâll be glad to investigate this with you. Have you had a chance to restart the MacBook Pro and the additional monitor?",unchanged
GS-174,655860,655860,Thu Oct 05 04:01:59 +0000 2017,"this new ios 11 update has fucked up my entire phone. screen freezing, apps crashing. fix this shit bro 😡 @AppleSupport",,IOS_UPDATE,hard,DEVICE_PERFORMANCE,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,"this new ios 11 update has fucked up my entire phone. screen freezing, apps crashing. fix this shit bro ð¡ @AppleSupport",,unchanged
GS-175,1080454,1080456,Mon Oct 23 19:05:54 +0000 2017,@AppleSupport I know how to do that but my brightness automatically goes up and down and it’s killing my battery I remember you could turn it off,"customer: Ok now that iOS 11 is out how do I turn off auto brightness @AppleSupport || support: @374880 We are here to help. Check out the ""About brightness levels"" section for steps to toggle auto-brightness: https://t.co/bkqEVCrK2l",BATTERY_POWER,representative,BATTERY_POWER,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,@AppleSupport I know how to do that but my brightness automatically goes up and down and itâs killing my battery I remember you could turn it off,"customer: Ok now that iOS 11 is out how do I turn off auto brightness @AppleSupport || support: @374880 We are here to help. Check out the ""About brightness levels"" section for steps to toggle auto-brightness: https://t.co/bkqEVCrK2l",unchanged
GS-176,1066836,1066834,Mon Oct 23 16:11:18 +0000 2017,@AppleSupport It’s via Spotify. And I checked all my Spotify & Apple Music settings.,"support: @166030 We're happy to help. Which device are you using? How long have you been experiencing this? || customer: @AppleSupport 6S. Ever since iOS 11.0.3 came out. || support: @166030 Are you an Apple Music subscriber? If so, are these songs that are downloaded for offline use or streaming?",MEDIA_SERVICES,representative,MEDIA_SERVICES,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,@AppleSupport Itâs via Spotify. And I checked all my Spotify &amp; Apple Music settings.,"support: @166030 We're happy to help. Which device are you using? How long have you been experiencing this? || customer: @AppleSupport 6S. Ever since iOS 11.0.3 came out. || support: @166030 Are you an Apple Music subscriber? If so, are these songs that are downloaded for offline use or streaming?",unchanged
GS-177,1011838,1011838,Sat Oct 14 12:21:45 +0000 2017,@AppleSupport My iPhone 7 cellular and WiFi signal is a joke since I switched to iOS 11 😡,,CONNECTIVITY,hard,CONNECTIVITY,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,@AppleSupport My iPhone 7 cellular and WiFi signal is a joke since I switched to iOS 11 ð¡,,unchanged
GS-178,1062180,1062181,Mon Oct 23 20:33:25 +0000 2017,@AppleSupport hi 11.03 it’s everything really it takes forever for my emails to load and is just really slow:(,"customer: @AppleSupport not sure what you love put in the last update but my phone is so slow it’s ridiculous might have to consider Samsung || support: @370792 Let us help. Which version of iOS are you running? Also, does this happen while using any specific application?",DEVICE_PERFORMANCE,representative,DEVICE_PERFORMANCE,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,@AppleSupport hi 11.03 itâs everything really it takes forever for my emails to load and is just really slow:(,"customer: @AppleSupport not sure what you love put in the last update but my phone is so slow itâs ridiculous might have to consider Samsung || support: @370792 Let us help. Which version of iOS are you running? Also, does this happen while using any specific application?",unchanged
GS-179,937507,937508,Sat Oct 21 18:46:31 +0000 2017,@AppleSupport Hi part of text threads have disappeared. Spinning wheel appears on text threads then freezes battery drains quicker,customer: Since I’ve updated my iPhone it’s fucked cheers @115858 @AppleSupport || support: @342238 We'd like to look into this with you. What's going on?,BATTERY_POWER,representative,BATTERY_POWER,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,@AppleSupport Hi part of text threads have disappeared. Spinning wheel appears on text threads then freezes battery drains quicker,customer: Since Iâve updated my iPhone itâs fucked cheers @115858 @AppleSupport || support: @342238 We'd like to look into this with you. What's going on?,unchanged
GS-180,1144254,1007073,Tue Oct 24 07:44:16 +0000 2017,"@AppleSupport IOS is 11.0.3 , the iPad restarts itself . The problems happen always after using the iPad for 10 minutes ( less or more) .","support: @389324 Hey, we want to hear more about what's going on with your iPad. DM us the details, and we'll go from there. https://t.co/GDrqU22YpT || customer: @AppleSupport As other people complain:Freezing the screen upon touching any link , the screen suddenly becomes black and restart again after few minutes || support: @389324 To clarify, does the iPad restart itself, or are you saying that the problem restarts? Also, what's the exact iOS version? https://t.co/GDrqU22YpT",IOS_UPDATE,representative,DEVICE_PERFORMANCE,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,"@AppleSupport IOS is 11.0.3 , the iPad restarts itself . The problems happen always after using the iPad for 10 minutes ( less or more) .","support: @389324 Hey, we want to hear more about what's going on with your iPad. DM us the details, and we'll go from there. https://t.co/GDrqU22YpT || customer: @AppleSupport As other people complain:Freezing the screen upon touching any link , the screen suddenly becomes black and restart again after few minutes || support: @389324 To clarify, does the iPad restart itself, or are you saying that the problem restarts? Also, what's the exact iOS version? https://t.co/GDrqU22YpT",unchanged
GS-181,959710,959710,Sat Oct 21 23:55:15 +0000 2017,The new update won’t look or use any of my photos 🙃 @115858,,IOS_UPDATE,edge,DATA_BACKUP_RESTORE,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,The new update wonât look or use any of my photos ð @115858,,updated_in_consistency_audit
GS-182,114479,114481,Wed Nov 22 18:42:42 +0000 2017,"@AppleSupport I’m running iOS 11.1.2. I want to be able to permanently: (a) keep flash off, (b) keep live photo off, and (c) keep HDR on. Currently, I have to go in and change all these settings every time I take a photo. Thanks.","customer: @AppleSupport how do I turn Live Photos OFF by default, and HDR ON by default? The current default setup makes no sense. || support: @141452 Thanks for checking with us to get your issue taken care of. We'd love to help, but we do want to make sure we provide information based on your configuration. Can you let us know the iOS version?",IOS_UPDATE,representative,IOS_UPDATE,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,"@AppleSupport Iâm running iOS 11.1.2. I want to be able to permanently: (a) keep flash off, (b) keep live photo off, and (c) keep HDR on. Currently, I have to go in and change all these settings every time I take a photo. Thanks.","customer: @AppleSupport how do I turn Live Photos OFF by default, and HDR ON by default? The current default setup makes no sense. || support: @141452 Thanks for checking with us to get your issue taken care of. We'd love to help, but we do want to make sure we provide information based on your configuration. Can you let us know the iOS version?",unchanged
GS-183,366112,366059,Tue Oct 10 20:38:51 +0000 2017,@AppleSupport My network became terrible after update,support: Do more from Control Center with 3D Touch. Press firmly on a control to bring up more commands. Find out more https://t.co/mdWWdDOf2s https://t.co/aVrZZb2Bxg,IOS_UPDATE,hard,CONNECTIVITY,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,@AppleSupport My network became terrible after update,support: Do more from Control Center with 3D Touch. Press firmly on a control to bring up more commands. Find out more https://t.co/mdWWdDOf2s https://t.co/aVrZZb2Bxg,unchanged
GS-184,1015302,1015306,Thu Oct 12 06:53:11 +0000 2017,"@AppleSupport Your new update seems to be fine, it’s not hanging much for now!! Thanks for the update","support: @360224 Are you experiencing issues with your iPhone? We'd love to help you get them fixed. DM us more info and we'll get started. https://t.co/GDrqU22YpT || customer: @AppleSupport It’s hanging a lot after new updates, will visit the service centre n fix the issue. 👍🏻 || support: @360224 We may be able to help you right here and save you a trip! Let us know in DM if you'd prefer that and we'll get started. https://t.co/GDrqU22YpT",IOS_UPDATE,representative,IOS_UPDATE,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,"@AppleSupport Your new update seems to be fine, itâs not hanging much for now!! Thanks for the update","support: @360224 Are you experiencing issues with your iPhone? We'd love to help you get them fixed. DM us more info and we'll get started. https://t.co/GDrqU22YpT || customer: @AppleSupport Itâs hanging a lot after new updates, will visit the service centre n fix the issue. ðð» || support: @360224 We may be able to help you right here and save you a trip! Let us know in DM if you'd prefer that and we'll get started. https://t.co/GDrqU22YpT",unchanged
GS-185,328492,328494,Sat Oct 07 15:02:58 +0000 2017,@AppleSupport I’m using an SE phone that I bought several months ago with your latest software release in America.,"customer: @AppleSupport This new software ver seems to be causing extra steps & messing up my contacts with dup first names. So, its not helping. || support: @194321 We're happy to look into this with you. Which device are you using? Send us a DM and let us know. https://t.co/GDrqU2kzhr",PAYMENTS_PURCHASES,representative,PAYMENTS_PURCHASES,True,No explicit resolution outcome is established in the available thread.,Billing/purchase/refund context is account-specific and should be reviewed before automation.,@AppleSupport Iâm using an SE phone that I bought several months ago with your latest software release in America.,"customer: @AppleSupport This new software ver seems to be causing extra steps &amp; messing up my contacts with dup first names. So, its not helping. || support: @194321 We're happy to look into this with you. Which device are you using? Send us a DM and let us know. https://t.co/GDrqU2kzhr",unchanged
GS-186,813313,813313,Thu Oct 12 19:52:24 +0000 2017,@115858 @AppleSupport the latest software update has made my phone slower.. can you help?! 🙏🏼,,IOS_UPDATE,edge,DEVICE_PERFORMANCE,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,@115858 @AppleSupport the latest software update has made my phone slower.. can you help?! ðð¼,,unchanged
GS-187,400931,400932,Mon Oct 09 18:29:37 +0000 2017,"@AppleSupport Help me, realy need a charged phone",customer: @AppleSupport https://t.co/kOCbfT36TU,PAYMENTS_PURCHASES,representative,PAYMENTS_PURCHASES,True,No explicit resolution outcome is established in the available thread.,Billing/purchase/refund context is account-specific and should be reviewed before automation.,"@AppleSupport Help me, realy need a charged phone",customer: @AppleSupport https://t.co/kOCbfT36TU,unchanged
GS-188,988907,988907,Sun Oct 22 11:27:20 +0000 2017,"@AppleSupport Hey folks, just got the iPhone 8 Plus and the battery really doesn’t seem great, anything I can do?",,BATTERY_POWER,edge,BATTERY_POWER,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,"@AppleSupport Hey folks, just got the iPhone 8 Plus and the battery really doesnât seem great, anything I can do?",,unchanged
GS-189,302934,302935,Sat Nov 25 03:49:28 +0000 2017,@188295 Wife updated 2 days ago and 11.1.2 killed her phone @AppleSupport @115858 phone won’t turn on. It just glitches non stop.,customer: Updated my phone to the iOS 11 last night and I finally know what iOS stands for. i-will drain the ever holy shit O-ut of your battery S-o don’t even think about updating Pretty cool feature 🙄,IOS_UPDATE,representative,DEVICE_PERFORMANCE,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,@188295 Wife updated 2 days ago and 11.1.2 killed her phone @AppleSupport @115858 phone wonât turn on. It just glitches non stop.,customer: Updated my phone to the iOS 11 last night and I finally know what iOS stands for. i-will drain the ever holy shit O-ut of your battery S-o donât even think about updating Pretty cool feature ð,updated_in_consistency_audit
GS-190,841932,841932,Fri Oct 13 03:29:21 +0000 2017,"hey @115858, when you charge your iphone i don't think the battery percentage is supposed to go down",,BATTERY_POWER,hard,BATTERY_POWER,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,"hey @115858, when you charge your iphone i don't think the battery percentage is supposed to go down",,unchanged
GS-191,174152,174153,Fri Nov 24 22:55:28 +0000 2017,@115858 yo fam I️ bought your new phone and y’all can’t fix this keyboard issue? Y’all messing up my nerdy tweets 🎒,customer: If you ain’t talking ATP I️ don’t wanna talk! #exothermicboiz,PAYMENTS_PURCHASES,representative,DEVICE_PERFORMANCE,False,No explicit resolution outcome is established in the available thread.,Label based on the primary support problem expressed in the message and available conversation context.,@115858 yo fam Iï¸ bought your new phone and yâall canât fix this keyboard issue? Yâall messing up my nerdy tweets ð,customer: If you ainât talking ATP Iï¸ donât wanna talk! #exothermicboiz,unchanged
